index,timestamp,participant,target_type,target_id,target_name,render_index,description,presentation_number,target_presentations
216,2026-09-04 13:10:22,Kuber,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,row 4 gear stand on the right,1,1
217,2026-09-04 13:10:48,Kuber,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,row 1 rod,1,1
218,2026-09-04 13:10:52,Kuber,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,red rod,1,1
219,2026-09-04 13:11:00,Kuber,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,rod for row 3,1,1
220,2026-09-04 13:11:06,Kuber,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,blue rod,1,1
221,2026-09-04 13:11:13,Kuber,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,white gear on the left,1,1
222,2026-09-04 13:11:23,Kuber,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,row 2 left gear,1,1
223,2026-09-04 13:11:27,Kuber,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,row 2 right gear,1,1
224,2026-09-04 13:11:33,Kuber,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,green left gear,1,1
225,2026-09-04 13:11:37,Kuber,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,green right gear,1,1
226,2026-09-04 13:11:42,Kuber,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,blue left gear,1,1
227,2026-09-04 13:11:51,Kuber,individual_part,Bearing.stl,BEARING,19,row 3 left bearing,1,1
228,2026-09-04 13:12:03,Kuber,individual_part,Row1_Screws.stl,SCREW_ROW1,20,row 1 left screw,1,1
229,2026-09-04 13:12:16,Kuber,individual_part,Row2_Screws.stl,SCREW_ROW2,21,red-row screw on the left,1,1
230,2026-09-04 13:12:30,Kuber,individual_part,Row3_Screws.stl,SCREW_ROW3,22,right screw for the green row,1,1
231,2026-09-04 13:12:41,Kuber,individual_part,Row4_Screws.stl,SCREW_ROW4,23,row 4 right screw,1,1
232,2026-09-04 13:12:51,Kuber,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,handle on the right of row 1,1,1
233,2026-09-04 13:13:11,Kuber,individual_part,BaseBoard.stl,BASE_BOARD,25,baseboard,1,1
234,2026-09-04 13:13:26,Kuber,individual_part,WoodenPin.stl,PIN,26,pin on the right of row 3,1,1
235,2026-09-04 16:21:59,Apoorva,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,"Row 1, left component (gearstand)with circle marking",1,1
236,2026-09-04 16:22:54,Apoorva,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,"row 1, right gearstand, white colour",1,1
237,2026-09-04 16:23:42,Apoorva,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,"row 2, left gearstand, red colour , triangle marking",1,1
238,2026-09-04 16:24:39,Apoorva,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,"Row 2 right gear stand, red color, triangle marking",1,1
239,2026-09-04 16:26:07,Apoorva,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,"Row 3, left gearsatnd, hexagon marking, green colour",1,1
240,2026-09-04 16:26:39,Apoorva,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,"row 3, right gearstand, hexagon marking, green colour",1,1
241,2026-09-04 16:27:14,Apoorva,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,"row 4, square marking, blue colour, gearstand",1,1
242,2026-09-04 16:27:48,Apoorva,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,"row 4, right gearstand, blue colour, square marking",1,1
243,2026-09-04 16:28:09,Apoorva,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,"row 1, rod, white colour",1,1
244,2026-09-04 16:28:21,Apoorva,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,"row 2 rod, red colour",1,1
245,2026-09-04 16:28:34,Apoorva,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,"row 3 rod, green colour",1,1
246,2026-09-04 16:28:49,Apoorva,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,"row 4 rod, blue colour",1,1
247,2026-09-04 16:29:09,Apoorva,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,"row 1 gear, white colour",1,1
248,2026-09-04 16:29:21,Apoorva,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,"row 2 gear, red colour",1,1
249,2026-09-04 16:29:52,Apoorva,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,"row 2 right gear (bigger one), red colour",1,1
250,2026-09-04 16:30:14,Apoorva,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,row 3 green smaller gear (left one),1,1
251,2026-09-04 16:30:48,Apoorva,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,"row 3, green, bigger gear (right one)",1,1
252,2026-09-04 16:31:17,Apoorva,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,"row 4 gear, blue colour",1,1
253,2026-09-04 16:31:58,Apoorva,individual_part,Bearing.stl,BEARING,19,Row 1 bearing for the white row,1,1
254,2026-09-04 16:32:53,Apoorva,individual_part,Row1_Screws.stl,SCREW_ROW1,20,row 1 screw,1,1
255,2026-09-04 16:33:10,Apoorva,individual_part,Row2_Screws.stl,SCREW_ROW2,21,row 2 screw,1,1
256,2026-09-04 16:33:23,Apoorva,individual_part,Row3_Screws.stl,SCREW_ROW3,22,row 3 screw,1,1
257,2026-09-04 16:33:32,Apoorva,individual_part,Row4_Screws.stl,SCREW_ROW4,23,row 4 screw,1,1
258,2026-09-04 16:34:07,Apoorva,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,"row 1, handle, white",1,1
259,2026-09-04 16:34:20,Apoorva,individual_part,BaseBoard.stl,BASE_BOARD,25,"the base, board",1,1
260,2026-09-04 16:34:33,Apoorva,individual_part,WoodenPin.stl,PIN,26,wooden pin,1,1
261,2026-09-05 09:50:34,Arunn,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,Left side white gear stand labeled with a circle,1,1
262,2026-09-05 09:51:33,Arunn,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,Right side white gear stand; it has a through hole with an internal shoulder,1,1
263,2026-09-05 09:51:58,Arunn,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,Left side gear stand; it is red and is labeled with a triangle,1,1
264,2026-09-05 09:52:45,Arunn,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,Right side gear stand; it is red and labeled with a triangle,1,1
265,2026-09-05 09:53:23,Arunn,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,Left side green gear stand; it is labeled with a hexagon,1,1
266,2026-09-05 09:53:36,Arunn,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,Right side green gear stand; it is labeled with a hexagon,1,1
267,2026-09-05 09:53:59,Arunn,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,Left side blue gear stand; it is labeled with a square,1,1
268,2026-09-05 09:54:06,Arunn,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,Right side blue gear stand; it is labeled with a square,1,1
269,2026-09-05 09:54:53,Arunn,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,White gear shaft; it is the longest of the four shafts,1,1
270,2026-09-05 09:55:11,Arunn,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,Red gear shaft,1,1
271,2026-09-05 09:55:17,Arunn,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,Green gear shaft,1,1
272,2026-09-05 09:55:24,Arunn,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,Blue gear shaft,1,1
273,2026-09-05 09:56:25,Arunn,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,White input gear; there is a circle embossed on the face without the shaft collar,1,1
274,2026-09-05 09:57:35,Arunn,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,"Small red gear; it has 20 teeth, and there is a triangle embossed on one face",1,1
275,2026-09-05 09:58:39,Arunn,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,Large red gear; it has 32 teeth and is marked with a triangle on one face,1,1
276,2026-09-05 09:59:42,Arunn,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,Small green gear; it has 20 teeth and is marked with a hexagon on one face,1,1
277,2026-09-05 10:00:28,Arunn,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,Large green gear; it has 24 teeth and is marked with a hexagon on one face,1,1
278,2026-09-05 10:01:24,Arunn,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,Large blue output gear; it has 42 teeth and is marked with a square on one face,1,1
279,2026-09-05 10:02:31,Arunn,individual_part,Bearing.stl,BEARING,19,"Black bearing for shafts; it has two rectangular keyways cut along the length of the bearing, 180 degrees apart",1,1
280,2026-09-05 10:03:29,Arunn,individual_part,Row1_Screws.stl,SCREW_ROW1,20,Socket head screw that is used on Row 1,1,1
281,2026-09-05 10:04:26,Arunn,individual_part,Row2_Screws.stl,SCREW_ROW2,21,Button head screw used in Row 2,1,1
282,2026-09-05 10:04:44,Arunn,individual_part,Row3_Screws.stl,SCREW_ROW3,22,Button head screw used in Row 3,1,1
283,2026-09-05 10:05:23,Arunn,individual_part,Row4_Screws.stl,SCREW_ROW4,23,pan-head Phillips screw used in Row 4,1,1
284,2026-09-05 10:05:33,Arunn,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,Input handle,1,1
285,2026-09-05 10:05:41,Arunn,individual_part,BaseBoard.stl,BASE_BOARD,25,Black base plate,1,1
286,2026-09-05 10:05:59,Arunn,individual_part,WoodenPin.stl,PIN,26,Brown pin used to fix gears,1,1
